,title,link,department_id,brand,rating,tcin,price,currency,symbol,sponsored,primary_title,ounces
195,9 Elements LQ Laundry Detergent - Lavender - 65 fl oz,https://www.target.com/p/9-elements-lq-laundry-detergent-lavender-65-fl-oz/-/A-87559729,3,9 Elements,0.0,87559729,13.39,USD,$,False,9 Elements LQ Laundry Detergent ,65
121,9 Elements Lemon Scent Liquid Laundry Detergent - 92 fl oz,https://www.target.com/p/9-elements-lemon-scent-liquid-laundry-detergent-92-fl-oz/-/A-81260432,3,9 Elements,4.3,81260432,15.99,USD,$,False,9 Elements Lemon Scent Liquid Laundry Detergent ,92
136,9 Elements Liquid Laundry Detergent - Eucalyptus - 92 fl oz,https://www.target.com/p/9-elements-liquid-laundry-detergent-eucalyptus-92-fl-oz/-/A-84130807,3,9 Elements,0.0,84130807,15.99,USD,$,False,9 Elements Liquid Laundry Detergent ,92
2,All Free Clear Liquid Concentrated Laundry Concentrated Detergent - 141 fl oz,https://www.target.com/p/all-free-clear-liquid-concentrated-laundry-concentrated-detergent-141-fl-oz/-/A-48638959,3,All,0.0,48638959,13.29,USD,$,False,All Free Clear Liquid Concentrated Laundry Concentrated Detergent ,141
21,All Free Clear Liquid Laundry Detergent with OXI Stain Removers 79 Loads - 141 fl oz,https://www.target.com/p/all-free-clear-liquid-laundry-detergent-with-oxi-stain-removers-79-loads-141-fl-oz/-/A-48637582,3,All,4.8,48637582,13.29,USD,$,False,All Free Clear Liquid Laundry Detergent with OXI Stain Removers 79 Loads ,141
105,All Free Clear Mega Pacs - 74oz/56ct,https://www.target.com/p/all-free-clear-mega-pacs-74oz-56ct/-/A-84232057,3,All,4.8,84232057,21.99,USD,$,False,All Free Clear Mega Pacs ,74
32,All Liquid Laundry Detergent - Free Clear for Sensitive Skin -  88 fl oz,https://www.target.com/p/all-liquid-laundry-detergent-free-clear-for-sensitive-skin-88-fl-oz/-/A-13219348,3,All,0.0,13219348,8.89,USD,$,False,All Liquid Laundry Detergent ,88
82,All Mighty Pacs Free Clear Laundry Detergent Pacs - 39ct/25.8oz,https://www.target.com/p/all-mighty-pacs-free-clear-laundry-detergent-pacs-39ct-25-8oz/-/A-14044973,3,All,4.6,14044973,9.79,USD,$,False,All Mighty Pacs Free Clear Laundry Detergent Pacs ,25.8
12,All Mighty Pacs Free Clear Laundry Detergent Pacs - 60ct/24.7oz,https://www.target.com/p/all-mighty-pacs-free-clear-laundry-detergent-pacs-60ct-24-7oz/-/A-47022733,3,All,4.8,47022733,13.69,USD,$,False,All Mighty Pacs Free Clear Laundry Detergent Pacs ,24.7
91,All Mighty Pacs Free Clear Laundry Detergent Pacs with OXI Stain Removers - 56ct/39.5oz,https://www.target.com/p/all-mighty-pacs-free-clear-laundry-detergent-pacs-with-oxi-stain-removers-56ct-39-5oz/-/A-75663993,3,All,4.6,75663993,12.99,USD,$,False,All Mighty Pacs Free Clear Laundry Detergent Pacs with OXI Stain Removers ,39.5
34,All Stainlifter Original Liquid Laundry Detergent 100 Loads - 150 fl oz,https://www.target.com/p/all-stainlifter-original-liquid-laundry-detergent-100-loads-150-fl-oz/-/A-48638781,3,All,4.6,48638781,11.99,USD,$,False,All Stainlifter Original Liquid Laundry Detergent 100 Loads ,150
84,All Ultra Free Clear Odor Relief HE Liquid Laundry Detergent - 141oz,https://www.target.com/p/all-ultra-free-clear-odor-relief-he-liquid-laundry-detergent-141oz/-/A-52937558,3,All,4.8,52937558,13.29,USD,$,False,All Ultra Free Clear Odor Relief HE Liquid Laundry Detergent ,141
109,Ariel Powder Laundry Detergent - 211oz,https://www.target.com/p/ariel-powder-laundry-detergent-211oz/-/A-79784596,3,Ariel Laundry Detergent,4.7,79784596,14.69,USD,$,False,Ariel Powder Laundry Detergent ,211
115,Ariel with a Touch of Downy Freshness Powder Laundry Detergent - 158oz,https://www.target.com/p/ariel-with-a-touch-of-downy-freshness-powder-laundry-detergent-158oz/-/A-84114496,3,Ariel Laundry Detergent,4.9,84114496,14.69,USD,$,False,Ariel with a Touch of Downy Freshness Powder Laundry Detergent ,158
5,Arm &#38; Hammer  Plus OxiClean Odor Blasters Liquid Laundry Detergent - 118.1 fl oz,https://www.target.com/p/arm-38-hammer-plus-oxiclean-odor-blasters-liquid-laundry-detergent-118-1-fl-oz/-/A-51848513,3,Arm & Hammer,0.0,51848513,9.49,USD,$,False,Arm &#38; Hammer  Plus OxiClean Odor Blasters Liquid Laundry Detergent ,118.1
65,Arm &#38; Hammer Plus OxiClean Powder Laundry Detergent - Fresh Scent - 160oz,https://www.target.com/p/arm-38-hammer-plus-oxiclean-powder-laundry-detergent-fresh-scent-160oz/-/A-13953937,3,Arm & Hammer,4.7,13953937,14.99,USD,$,False,Arm &#38; Hammer Plus OxiClean Powder Laundry Detergent ,160
42,Arm &#38; Hammer Plus OxiClean with Odor Blasters - 42ct/29.6oz,https://www.target.com/p/arm-38-hammer-plus-oxiclean-with-odor-blasters-42ct-29-6oz/-/A-75663853,3,Arm & Hammer,4.7,75663853,9.99,USD,$,False,Arm &#38; Hammer Plus OxiClean with Odor Blasters ,29.6
33,Arm &#38; Hammer Sensitive Liquid Laundry Detergent - Free &#38; Clear - 144.5 fl oz,https://www.target.com/p/arm-38-hammer-sensitive-liquid-laundry-detergent-free-38-clear-144-5-fl-oz/-/A-12856578,3,Arm & Hammer,0.0,12856578,9.49,USD,$,False,Arm &#38; Hammer Sensitive Liquid Laundry Detergent ,144.5
111,Baby HE Liquid Laundry Detergent - 100 fl oz - up &#38; up&#8482;,https://www.target.com/p/baby-he-liquid-laundry-detergent-100-fl-oz-up-38-up-8482/-/A-14693359,3,up & up,4.4,14693359,12.99,USD,$,False,Baby HE Liquid Laundry Detergent ,100
140,Babyganics 3x Laundry Detergent Fragrance Free - 60 fl oz,https://www.target.com/p/babyganics-3x-laundry-detergent-fragrance-free-60-fl-oz/-/A-50094974,7,Babyganics,4.6,50094974,14.99,USD,$,False,Babyganics 3x Laundry Detergent Fragrance Free ,60
145,Charlie&#39;s Soap Powder Laundry Detergent - 128oz,https://www.target.com/p/charlie-39-s-soap-powder-laundry-detergent-128oz/-/A-53177013,3,Charlie's Soap,4.8,53177013,54.99,USD,$,False,Charlie&#39;s Soap Powder Laundry Detergent ,128
188,Charlie&#39;s Soap Single Use Powder Laundry Detergent - 3.36oz,https://www.target.com/p/charlie-39-s-soap-single-use-powder-laundry-detergent-3-36oz/-/A-79835788,3,Charlie's Soap,3.4,79835788,3.99,USD,$,False,Charlie&#39;s Soap Single Use Powder Laundry Detergent ,3.36
57,Cheer HE Compatible Liquid Laundry Detergent - 154 fl oz,https://www.target.com/p/cheer-he-compatible-liquid-laundry-detergent-154-fl-oz/-/A-84114519,3,Cheer,4.7,84114519,14.69,USD,$,False,Cheer HE Compatible Liquid Laundry Detergent ,154
168,Cheer Liquid Laundry Detergent - Free &#38; Gentle - 154 fl oz,https://www.target.com/p/cheer-liquid-laundry-detergent-free-38-gentle-154-fl-oz/-/A-87559713,3,Cheer,4.7,87559713,12.99,USD,$,False,Cheer Liquid Laundry Detergent ,154
138,Dreft Active Baby Liquid Laundry Detergent - 65 fl oz,https://www.target.com/p/dreft-active-baby-liquid-laundry-detergent-65-fl-oz/-/A-83049617,7,Dreft,4.5,83049617,13.99,USD,$,False,Dreft Active Baby Liquid Laundry Detergent ,65
131,Dreft Family Friendly Unscented Liquid Baby laundry Detergent - 92 fl oz,https://www.target.com/p/dreft-family-friendly-unscented-liquid-baby-laundry-detergent-92-fl-oz/-/A-75663818,3,Dreft,4.6,75663818,16.99,USD,$,False,Dreft Family Friendly Unscented Liquid Baby laundry Detergent ,92
141,Dreft Newborn Liquid Laundry Detergent - 65 fl oz,https://www.target.com/p/dreft-newborn-liquid-laundry-detergent-65-fl-oz/-/A-83049619,7,Dreft,4.3,83049619,13.99,USD,$,False,Dreft Newborn Liquid Laundry Detergent ,65
181,Dreft Stage 1: Newborn Liquid Laundry Baby Detergent Eco-Box HE Compatible - 105 fl oz,https://www.target.com/p/dreft-stage-1-newborn-liquid-laundry-baby-detergent-eco-box-he-compatible-105-fl-oz/-/A-79991980,3,Dreft,4.8,79991980,21.24,USD,$,False,Dreft Stage 1: Newborn Liquid Laundry Baby Detergent Eco,105
194,ECOS Plastic-Free Laundry Detergent Packs - Free &#38; Clear - 17.98oz/40pk,https://www.target.com/p/ecos-plastic-free-laundry-detergent-packs-free-38-clear-17-98oz-40pk/-/A-87560218,3,ECOS,0.0,87560218,12.99,USD,$,False,ECOS Plastic,17.98
122,ECOS Plastic-Free Laundry Detergent Sheets - Free &#38; Clear - 7.9oz/64 Loads,https://www.target.com/p/ecos-plastic-free-laundry-detergent-sheets-free-38-clear-7-9oz-64-loads/-/A-84174848,3,ECOS,0.0,84174848,12.99,USD,$,False,ECOS Plastic,7.9
45,Free &#38; Clear Liquid Laundry Detergent - 100 fl oz - Everspring&#8482;,https://www.target.com/p/free-38-clear-liquid-laundry-detergent-100-fl-oz-everspring-8482/-/A-75663163,3,Everspring,4.6,75663163,11.99,USD,$,False,Free &#38; Clear Liquid Laundry Detergent ,100
4,Free Clear HE Liquid Laundry Detergent - 100 fl oz - up &#38; up&#8482;,https://www.target.com/p/free-clear-he-liquid-laundry-detergent-100-fl-oz-up-38-up-8482/-/A-13186521,3,up & up,0.0,13186521,7.99,USD,$,False,Free Clear HE Liquid Laundry Detergent ,100
59,Fresh Linen HE Liquid Laundry Detergent 150 fl oz - up &#38; up&#8482;,https://www.target.com/p/fresh-linen-he-liquid-laundry-detergent-150-fl-oz-up-38-up-8482/-/A-13966619,3,up & up,4.7,13966619,11.79,USD,$,False,Fresh Linen HE Liquid Laundry Detergent 150 fl oz ,150
101,Gain + Aroma Boost Blissful Breeze Scent HE Compatible Liquid Laundry Detergent - 113 fl oz,https://www.target.com/p/gain-aroma-boost-blissful-breeze-scent-he-compatible-liquid-laundry-detergent-113-fl-oz/-/A-75663802,3,Gain,0.0,75663802,12.99,USD,$,False,Gain + Aroma Boost Blissful Breeze Scent HE Compatible Liquid Laundry Detergent ,113
63,Gain + Aroma Boost Island Fresh Scent HE Compatible Liquid Laundry Detergent - 113 fl oz,https://www.target.com/p/gain-aroma-boost-island-fresh-scent-he-compatible-liquid-laundry-detergent-113-fl-oz/-/A-50237772,3,Gain,0.0,50237772,12.99,USD,$,False,Gain + Aroma Boost Island Fresh Scent HE Compatible Liquid Laundry Detergent ,113
68,Gain + Aroma Boost Lavender Scent HE Compatible Liquid Laundry Detergent - 154 fl oz,https://www.target.com/p/gain-aroma-boost-lavender-scent-he-compatible-liquid-laundry-detergent-154-fl-oz/-/A-84114531,3,Gain,4.8,84114531,15.99,USD,$,False,Gain + Aroma Boost Lavender Scent HE Compatible Liquid Laundry Detergent ,154
9,Gain + Aroma Boost Moonlight Breeze Scent HE Compatible Liquid Laundry Detergent - 113 fl oz,https://www.target.com/p/gain-aroma-boost-moonlight-breeze-scent-he-compatible-liquid-laundry-detergent-113-fl-oz/-/A-51845944,3,Gain,0.0,51845944,12.99,USD,$,False,Gain + Aroma Boost Moonlight Breeze Scent HE Compatible Liquid Laundry Detergent ,113
3,Gain + Aroma Boost Original Scent HE Compatible Liquid Laundry Detergent - 113 fl oz,https://www.target.com/p/gain-aroma-boost-original-scent-he-compatible-liquid-laundry-detergent-113-fl-oz/-/A-50237771,3,Gain,0.0,50237771,12.99,USD,$,False,Gain + Aroma Boost Original Scent HE Compatible Liquid Laundry Detergent ,113
93,Gain + Aroma Boost Spring Daydream Scent HE Compatible Liquid Laundry Detergent - 154 fl oz,https://www.target.com/p/gain-aroma-boost-spring-daydream-scent-he-compatible-liquid-laundry-detergent-154-fl-oz/-/A-81260440,3,Gain,0.0,81260440,15.99,USD,$,False,Gain + Aroma Boost Spring Daydream Scent HE Compatible Liquid Laundry Detergent ,154
52,Gain + Odor Defense Super Fresh Blast Scent HE Compatible Liquid Laundry Detergent - 113 fl oz,https://www.target.com/p/gain-odor-defense-super-fresh-blast-scent-he-compatible-liquid-laundry-detergent-113-fl-oz/-/A-84114498,3,Gain,0.0,84114498,12.99,USD,$,False,Gain + Odor Defense Super Fresh Blast Scent HE Compatible Liquid Laundry Detergent ,113
100,Gain Botanicals Plant Based White Tea &#38; Lavender HE Compatible Liquid Laundry Detergent - 113 fl oz,https://www.target.com/p/gain-botanicals-plant-based-white-tea-38-lavender-he-compatible-liquid-laundry-detergent-113-fl-oz/-/A-78016129,3,Gain,4.8,78016129,12.99,USD,$,False,Gain Botanicals Plant Based White Tea &#38; Lavender HE Compatible Liquid Laundry Detergent ,113
43,Gain Flings Super Fresh 3-in-1 with Febreze and Oxi Odor Defense Liquid Laundry Detergent Pacs - 31oz/42ct,https://www.target.com/p/gain-flings-super-fresh-3-in-1-with-febreze-and-oxi-odor-defense-liquid-laundry-detergent-pacs-31oz-42ct/-/A-84114510,3,Gain,0.0,84114510,12.99,USD,$,False,Gain Flings Super Fresh 3,31
161,Gain Liquid Laundry Detergent - Fresh &#38; Comfy - 113 fl oz,https://www.target.com/p/gain-liquid-laundry-detergent-fresh-38-comfy-113-fl-oz/-/A-87559709,3,Gain,0.0,87559709,12.99,USD,$,False,Gain Liquid Laundry Detergent ,113
165,Gain Liquid Oxi Waterfall Laundry Detergent - 113 fl oz,https://www.target.com/p/gain-liquid-oxi-waterfall-laundry-detergent-113-fl-oz/-/A-87559687,3,Gain,0.0,87559687,12.99,USD,$,False,Gain Liquid Oxi Waterfall Laundry Detergent ,113
117,Gain Original Scent Liquid Laundry Detergent Eco-Box HE Compatible - 105 fl oz,https://www.target.com/p/gain-original-scent-liquid-laundry-detergent-eco-box-he-compatible-105-fl-oz/-/A-79991979,3,Gain,4.8,79991979,14.49,USD,$,False,Gain Original Scent Liquid Laundry Detergent Eco,105
55,Gain Ultra Original Laundry Detergent Powder - 172oz,https://www.target.com/p/gain-ultra-original-laundry-detergent-powder-172oz/-/A-52928056,3,Gain,0.0,52928056,23.49,USD,$,False,Gain Ultra Original Laundry Detergent Powder ,172
28,Gain flings! Liquid Laundry Detergent Pacs - Moonlight Breeze - 31oz/42ct,https://www.target.com/p/gain-flings-liquid-laundry-detergent-pacs-moonlight-breeze-31oz-42ct/-/A-50237693,3,Gain,0.0,50237693,12.99,USD,$,False,Gain flings! Liquid Laundry Detergent Pacs ,31
143,HEX Performance Fragrance Free Laundry Detergent - 50oz,https://www.target.com/p/hex-performance-fragrance-free-laundry-detergent-50oz/-/A-84591054,3,HEX Performance,4.7,84591054,11.99,USD,$,False,HEX Performance Fragrance Free Laundry Detergent ,50
142,HEX Performance Fresh and Clean Scent Laundry Detergent - 50oz,https://www.target.com/p/hex-performance-fresh-and-clean-scent-laundry-detergent-50oz/-/A-84591057,3,HEX Performance,4.8,84591057,11.99,USD,$,False,HEX Performance Fresh and Clean Scent Laundry Detergent ,50
107,Ingredients Matter Fragrance Free Laundry Soap Powder - 36oz,https://www.target.com/p/ingredients-matter-fragrance-free-laundry-soap-powder-36oz/-/A-76463060,3,Ingredients Matter,3.4,76463060,15.99,USD,$,False,Ingredients Matter Fragrance Free Laundry Soap Powder ,36
71,Ingredients Matter Lavender Laundry Soap Powder - 36oz,https://www.target.com/p/ingredients-matter-lavender-laundry-soap-powder-36oz/-/A-76463059,3,Ingredients Matter,3.3,76463059,15.99,USD,$,False,Ingredients Matter Lavender Laundry Soap Powder ,36
50,Laundry Detergent - Lemon &#38; Mint - 100 fl oz - Everspring&#8482;,https://www.target.com/p/laundry-detergent-lemon-38-mint-100-fl-oz-everspring-8482/-/A-77678339,3,Everspring,4.6,77678339,11.99,USD,$,False,Laundry Detergent ,100
18,Lavender &#38; Bergamot Liquid Laundry Detergent - 100 fl oz - Everspring&#8482;,https://www.target.com/p/lavender-38-bergamot-liquid-laundry-detergent-100-fl-oz-everspring-8482/-/A-75663151,3,Everspring,4.4,75663151,11.99,USD,$,False,Lavender &#38; Bergamot Liquid Laundry Detergent ,100
41,Lavender HE Liquid Laundry Detergent - 100 fl oz - up &#38; up&#8482;,https://www.target.com/p/lavender-he-liquid-laundry-detergent-100-fl-oz-up-38-up-8482/-/A-13186523,3,up & up,4.6,13186523,7.99,USD,$,False,Lavender HE Liquid Laundry Detergent ,100
120,Method Beach Sage Laundry Detergent - 53.5 fl oz,https://www.target.com/p/method-beach-sage-laundry-detergent-53-5-fl-oz/-/A-17079685,3,Method,4.6,17079685,14.99,USD,$,False,Method Beach Sage Laundry Detergent ,53.5
132,Method Coconut + Cactus Water Laundry Detergent - 53.5 fl oz,https://www.target.com/p/method-coconut-cactus-water-laundry-detergent-53-5-fl-oz/-/A-76157717,3,Method,4.4,76157717,14.99,USD,$,False,Method Coconut + Cactus Water Laundry Detergent ,53.5
127,Method Free + Clear Laundry Detergent -  53.5 fl oz,https://www.target.com/p/method-free-clear-laundry-detergent-53-5-fl-oz/-/A-17079688,3,Method,4.6,17079688,14.99,USD,$,False,Method Free + Clear Laundry Detergent ,53.5
144,Method Free + Clear Laundry Detergent Packs - 42ct/21.8oz,https://www.target.com/p/method-free-clear-laundry-detergent-packs-42ct-21-8oz/-/A-77862009,3,Method,4.2,77862009,14.99,USD,$,False,Method Free + Clear Laundry Detergent Packs ,21.8
126,Method Fresh Air Laundry Detergent - 53.5 fl oz,https://www.target.com/p/method-fresh-air-laundry-detergent-53-5-fl-oz/-/A-52736113,3,Method,4.6,52736113,14.99,USD,$,False,Method Fresh Air Laundry Detergent ,53.5
125,Method Ginger Mango Laundry Detergent - 53.5 fl oz,https://www.target.com/p/method-ginger-mango-laundry-detergent-53-5-fl-oz/-/A-17079680,3,Method,4.4,17079680,14.99,USD,$,False,Method Ginger Mango Laundry Detergent ,53.5
129,Method Ginger Mango Laundry Detergent Packs - 42ct/21.8oz,https://www.target.com/p/method-ginger-mango-laundry-detergent-packs-42ct-21-8oz/-/A-77862012,3,Method,4.4,77862012,14.99,USD,$,False,Method Ginger Mango Laundry Detergent Packs ,21.8
123,Mrs. Meyer&#39;s Clean Day Honeysuckle Laundry Detergent - 64 fl oz,https://www.target.com/p/mrs-meyer-39-s-clean-day-honeysuckle-laundry-detergent-64-fl-oz/-/A-50286231,3,Mrs. Meyer's Clean Day,4.6,50286231,18.59,USD,$,False,Mrs. Meyer&#39;s Clean Day Honeysuckle Laundry Detergent ,64
124,Mrs. Meyer&#39;s Clean Day Liquid Laundry Detergent - Rain Water - 64 fl oz,https://www.target.com/p/mrs-meyer-39-s-clean-day-liquid-laundry-detergent-rain-water-64-fl-oz/-/A-81260446,3,Mrs. Meyer's Clean Day,4.1,81260446,18.59,USD,$,False,Mrs. Meyer&#39;s Clean Day Liquid Laundry Detergent ,64
201,Noodle &#38; Boo Ultra Safe Laundry Detergent - 60 fl oz,https://www.target.com/p/noodle-38-boo-ultra-safe-laundry-detergent-60-fl-oz/-/A-88361852,7,Noodle & Boo,5.0,88361852,17.99,USD,$,False,Noodle &#38; Boo Ultra Safe Laundry Detergent ,60
116,Odor Eliminator Liquid Laundry Detergent - Restoring Fresh - 92oz - up &#38; up&#8482;,https://www.target.com/p/odor-eliminator-liquid-laundry-detergent-restoring-fresh-92oz-up-38-up-8482/-/A-77678328,3,up & up,4.5,77678328,10.49,USD,$,False,Odor Eliminator Liquid Laundry Detergent ,92
